text, class
  stuart little  is one of the best family films to come out this year .  its a cute  funny and very good-natured film that has nothing for parents to squirm over except a few mild cusswords .  though i read the book a long time ago and i really do not remember what it was about  i do know that this film does not disappoint .  finally a movie gets released that is as good as the trailer makes it to be  with a few surprising twists  some very funny moments  and a few sentimental moments all mixed in to one great little movie .  stuart little is a mouse .  he has finally gotten a new home after being put up for adoption  he now lives with the littles .  a nice little ( no pun intended ) family that lives in their apartment next to central park in new york city .  they have a little boy george ( played by the adorable jonathan lipnicki ) and now they have a new son .  at first stuart takes a while but he finally adjusts to being part of the family and even getting along with the pet cat .  george doesnt take too well to having a mouse for a brother at first  but once the two play together they instantly bond .  stuart however is missing something  and he wants to know who his real parents are .  the littles try and find his parents and one day they show up on the doorstep wanting stuart back .  hesitating the littles know whats best for stuart and so does snowball the pet cat  he and his friends try to get stuart but in the end we find out the truth about stuarts past ending up to a sentimental and very heart-warming ending .  one thing i noticed about the film instantly was the fantastic special effects .  just like in  star wars : episode 1--the phantom menace  stuart little and his family are all computer generated and they look fantastically real .  from the detail of their fur  to the detail of the way the walk ; the special effects team put a lot of time and effort on this $90 million dollar film and it shows .  another movie that this has in common with is  babe  with its talking animals and people understanding them .  it has a family friendly atmosphere and is never really scary or suspenseful enough to even scare the youngest of kids .  michael j . fox does the voice of stuart himself and just like in the  homeward bound  movies does a fantastic job and brings more out of stuart than anyone else could .  he to me fits the character perfectly and ends up making stuart even more lovable .  another gem of the film is nathan lane as snowball .  when he was timon in 1994s  the lion king  i would have sworn he was a comedian  and now in  stuart little  he brings the most out of snowball and makes him one of those characters we love to dislike .  for the human actors geena davis who never gives a bad performance does not disappoint here as well .  she fits nicely in her character and there is a good chemistry between her and hugh laurie who plays mr . little .  both make us believe they are happily in love and married and jonathan lipnicki as their song is even more adorable than he was in 1996s  jerry maguire  .  even though stuart little is completely cgi  the human characters and stuart have a nice chemistry together and even makes us believe they really do care for each other .    stuart little  is ideal family entertainment for this holiday season and will not disappoint youngsters or adults for that matter .  we get entertainment  laughs  cries and more fun at the movies this season than probably any other movie .  its nice to see a pg rated movie out at christmas that everyone can see .  even though it has a $90 million dollar budget im sure it will make over that or just below it respectively .  for all you parents out there trying to find a good family movie  i have yet to see bicentennial man as i write this but as far as i know  stuart little  and  toy story 2  are by far the best family films this year .  a winner . ?  , POS
as with his other stateside releases  jackie chans latest chopsocky vehicle  mr . nice guy  is contrived  blockheaded  and lacking in narrative logic .  but also like those other films  it is a highly enjoyable ride .  once again  chans screenwriters ( here edward tang and fibe ma ) have taken the easy way out and named their stars character simply jackie  with no last name .  this jackie is a world-class chef who co-hosts a popular cooking show on australian television .  of course  jackie also happens to be a talented martial artist  and these skills come in handy when he becomes involved in an ambitious reporters ( gabrielle fitzpatrick ) expose of a drug dealing ring .  other plot details  involving a videotape and a biker gang  are irrelevant ; in fact  as is the case with most chan films  the plot itself is just about irrelevant .  the sole purpose of mr . nice guys existence are chans comic fight scenes  and those here do not disappoint .  director samo hung ( who has a cameo role )  a longtime collaborator of chans  does not waste any time putting chan in action  diving head-on into a wild chase/fight/shootout after a brief cooking show prologue .  other impressive set pieces follow  most notably a chase in a mall  which directly leads to some frenzied  if cliched ( can you say fruit cart ? )  business involving a runaway carriage ; and an extended late-film sequence at a construction site  in which a hilarious pursuit through a maze of blue doors culminates in some exciting fights involving boards  cement mixers  and a deadly buzzsaw .  none of the action sequences in mr . nice guy are as spectacular as supercops thrilling helicopter-train finale or rumble in the bronxs daring leap between two buildings ; nor is anything as inventive as the ladder fight or air tunnel climax in first strike and operation condor  respectively .  but the action delivers  even if the energy peters out before the films end ( the finale  as spectacular as it is  is a letdown for fans of chans athletic prowess ) .  filmed almost entirely in english ( even so  the voices of some english-speaking actors are laughably dubbed )  mr . nice guy hints at jackie chans latest transition to hollywood productions ( he made ill-fated attempts with 1980s the big brawl and 1985s the protector ) ; next in the pipeline is rush hour  a stateside production co-starring chris tucker .  hopefully that film will be a mere diversion in tinseltown  and chan will continue with exuberant hong kong productions such as mr . nice guy  for his unique charm and reckless abandon are sure to be diluted by american hands  much like they have been before .  , POS
the premise of wag the dog is so simple that its adequately explained by the commercials .  with 11 days to go until the election  the president ( who we never see ) calls in political dirty-tricks artist robert deniro to distract attention from a burgeoning sex scandal .  deniro enlists hollywood producer dustin hoffman to produce a  pageant   a phony war against albania  fought on the blue screens of hollywood and the recording studios of nashville  with woody harrelson as the reluctant  psychotic hero .  and if there wasnt anything more to the movie than this  it would be a second-rate heist comedy at best  enlivened by great actors -- like sneakers goes to washington .   ( a heist comedy ?  yup .  deniro and hoffman are  stealing  the election  so to speak  and the movie is more about how they do it -- and the fun they have doing it -- than anything else . )  wag the dog succeeds because its based one great truth : the american people are stupid .  ok  maybe its not  love thy neighbor as thyself  or even  two plus two makes four   but a truth nonetheless .   ( any average person who thinks that theyre really smart about the two things this movie satirizes -- moviemaking and the political process -- is invited  nay  challenged  to spend a week either watching a movie actually being made or 48 hours straight watching c-span when the house is in session . )  and because were so utterly  predictably stupid  hollywood knows that a certain percentage of us will go see hard rain or magoo  washington knows that we wont notice a few million dollars spent here and there on porno art grants and cigar subsidies -- and deniros character knows that american geography skills are so weak that we wont be able to locate albania on the map .  the beauty of wag the dog is that it isnt a light  meaningless comedy about politics ( like speechless  the michael keaton - geena davis picture ) or from the level of light-hearted politcal satire to near-greatness .  nor is it a hard-edged cynical look at the manner in which a morally-deprived  ethically challenged baby-boomer connives his sleazy way into the white house ( like primary colors -- and yes  i am a little disappointed in the way the last two elections turned out  thanks for asking ) .  instead  david mamets script strikes that delicate balance between comedy and cynicism needed for satire .  it does this by keeping us in a fantasy world where most of the schemers schemes come off beautifully  and fail only in entertaining and humorous fashion .  deniro is playing a variation on his al capone character from the untouchables  without any of the violent rages .  its all :  what do i love ?  what is it that brings me joy ?  baseball   minus the savage bloody beating with the bat .  he threatens a lot of people  mind you  but hes doing it in a very nice  polite way .  its a very mellow  restrained performance  which fits in with the air of gamesmanship in the script .  hoffman  on the other hand  is giddy  exuberant and joyous .  this kind of thing is what his character lives for  and hes so excited that he cant even shut up .  even on the edge of disaster  hes bright-eyed ( behind oddly tinted sunglasses ) and positive .  insiders note that hes basing his character on some powerful-but-anonymous producer -- which may or may not be true  but hoffman still exudes the kind of lets-put-on-a-show electricity that you figure a producer needs to have .  the best part and the most frustrating part of wag the dog is in the supporting cast .  the characters are so well drawn and so well acted that we want to see more of them  listen to them talk in that wised-up mamet dialogue  get to know them better -- which we dont .  anne heche  is dead-bang-on in her portrayal of a political press aide -- cool and composed on the outside  panicked and frenzied on the outside .  denis leary ( one of my favorite actors -- see the ref ) is the  fad king   who handles the profitable  back-end  -- t-shirt tie ins and shoe contracts and other creative  innovative ways to separate a fool from his money .  they could make a whole movie  just about the fad king  and id go see it .  willie nelson and merle haggard handle the musical end of things fabulously  from the upbeat gospel chorus theme song  to the weepy country waltz  to the hilarious  ballad of the green berets  parody .  woody harrelson has a brief  but memorable part as the overmedicated  hero  of the albanian conflict .  craig t . nelson  as the opposition candidate  and the ever-reliable william h . macy  as a wacky cia agent  are given surprisingly short shrift .   ( one of my small gripes is that we never see what the spin doctors on the other side are doing . )  wag the dog is a funny movie about serious problems : the trivialization of american politics  the role of the press in dumbing down the issues  the impact of hollywood in creating campaign commercials  the reduction of all things political to soundbites and sidebars -- the list goes on .  we can solve most of these problems by taking a greater role in our national life and educating ourselves as voters and citizens .  wag the dog reminds us of what can happen if we dont .  , POS
as the film opens up  expectant unwed mother sally ( played by drew barrymore ) encounters her babys father in a fast food drive-through window .  after he gets his milkshake  he drives off  only to be pursued by a military helicopter .  from this moment forward  you know that this isnt going to be your run-of-the-mill romantic comedy .  home fries tells the tale of the relationship between sally and dorian ( played by luke wilson )  a helicopter pilot who has a different kind of connection with sally . . . more  than he would care to admit ( hint : it has something to do with the father of sallys unborn child ) .  after taking a personal ( and professional ) interest in her  he finds work at the local fast food restaurant at which she works  and the fun goes on from there .  this movie is a lot of fun .  it is comedic on two levels  as a romantic comedy and a dark comedy .  the romantic moments are sweet  yet not sappy .  one of the more poignant moments is when dorian accompanies sally to lamaze classes .  however  the dark comedic moments are more memorable .  this is also a tale of revenge  and a funny one at that .  the father of sallys unborn child also happened to be a married man  whose wife is played by catherine ohara .  she does a wonderful portrayal of a jealous wife who is targeting the person who had an affair  and is not above getting other people to do her dirty work .   ( my apologies if this sounds cryptic  but there is too much of the plot to give away ) .  rounding out the cast are jake busey as angus  dorians overzealous brother and daryl mitchell as roy  dorians trainer at the fast food restaurant .  the dialogue is sharp and not filled with sappy overtones  even with the romantic nature of the plot .  if there are any complaints  it is over drew barrymores performance .  while she does light up the screen  there are moments when she doesnt seem all that convincing .  the movie was filmed in texas  and most of the characters have southern texan accents .  drew barrymores accent tends to come and go ( luke wilson doesnt seem to have this problem ) .  as well  she seems awfully agile for a woman that is eight months pregnant .  still  this movie is one that will please many viewers .  with plot twists galore and hilarious dark moments  this is sure to entertain .  , POS
the second jackal-based film to come out in 1997 ( the other starring bruce willis was simply entitled the jackal )  this one stars aidan quinn and donald sutherland  and is directed by a man who hailed from joblos own alma matter  concordia university in montreal  canada .  the story is based on the exploits of the real terrorist known as the jackal  but does not pretend to be 100% factual .  plot : naval officer ramirez ( quinn ) gets called upon by the cia to impersonate the international terrorist known as the jackal  in order to put an end to the actual militants radical activities .  he is chosen for this role because he physically resembles the real terrorist to a tee .  ramirez reluctantly agrees to take part in this  assignment   and soon finds himself wrapped up in a true web of international terrorism  intrigue and double-personality syndrome ( which does not sit well with his uninformed wife and kids back in the states . )  critique : great premise is executed with enough style and thrills to keep the piece interesting throughout its close to two-hour runtime .  admittedly  i wasnt a huge fan of any of the main actors in this film  and didnt expect much from this movie beforehand  but surprisingly it did have its thrilling moments  as well as a mostly plausible and absorbing story line .  the first hour is mostly just a build-up of things to come  and does offer a great characterization of the jackal  but the second hour is the one that really cranks in the cool scenes and a sweet ending .  quinn was adequate in both roles as naval officer ramirez and the real jackal  but didnt offer anything extraordinary  in my opinion .  sutherland and kingsley seem to be playing the same role that theyve played in both of their respective careers of late  but nonetheless  appeared to relish the cold-heartedness of their chosen characters .  i didnt like performance put forth from quinns wife in this flick  but then again  she doesnt show up in most of the film  so that wasnt so bad .  i did however enjoy director duguays interesting style and cinematic vision .  this thriller could easily have been boring during many sequences  but duguay always seemed to find something interesting to show the viewer .  i thought that was neat .  having said that  i didnt think the first hour needed to be as long as it was  and the film did have me tinkering on the bridge of believability when the  fake  jackal met with the  real  jackals girlfriend without much retrospection on her part  but all in all  not too many complaints in a movie that could easily be enjoyed by all those who take pleasure in the spy and terrorist thriller genre .  little known facts : ben kingsleys real name is krishna banji  he stands 5  8  was born in scarborough  england  and won the best actor honor in 1982s academy awards presentation for the title role he portrayed in ghandi .  many scenes from this film were actually shot in montreal  canada ( joblos haven of restfulness ) .  donald sutherland has fathered actor kiefer sutherland  is canadian  and apparently still owns a place in the north of montreal .  , POS
one of the last entries in the long-running carry on series  carry on behind is very similar to carry on camping in that it involves a group of holidaymakers descending on a caravan site .  professors anna vrooshka ( elke sommer ) and roland crump ( kenneth williams ) and a group of archaeology students stay in the caravan site owned by major leep ( kenneth connor ) so that they can explore the nearby roman settlement remains .  anna has a little trouble understanding english and sometimes people get the wrong end of the stick : - for instance  when anna is asking for scrubbers for dirty caravan  she means that she wants a scrubbing brush to clean the caravan !  arthur upmore ( bernard bresslaw ) and his wife linda ( patsy rowlands ) take her mother daphne barnes ( joan sims ) and her minah bird on holiday with them .  mother-in-law jokes prevail .  furthermore  the trouble that joe and norma baxter ( ian lavender and adrienne posta ) have with their large irish greyhound allows for some comical moments between the two families .  fred ramsden ( windsor davies ) and ernie bragg ( jack douglas ) leave their wives ( liz fraser and patricia franklin ) behind for a fishing holiday .  however  they have more in mind than fishing when they catch sight of two young girls  sandra ( carol hawkins ) and carol ( sherrie hewson ) .  the story involves the disruption caused by the archaeological professors of the day-to-day running of the camp  the search for the minah bid and greyhound  the major  fred and ernies desperate need of a woman  a misunderstanding leading to a striptease at the caravan parks pub  and a shock in store for daphne .  the partnership between sommer and williams is very effective and amusing .  this is what binds the movie together .  joan sims stands out as the demanding mother-in-law  bernard bresslaw and patsy rowlands work well together as husband and wife  and carol hawkins and sherrie hewson are a welcome addition to the cast .  on the other hand  there are low-key performances from kenneth connor and peter butterworth as barnes the handyman  and there are very poor performances by windsor davies and jack douglas who spend far too much time on the screen !  even though there is no real plot to speak of and the jokes are getting bluer due to the new scriptwriter dave freeman  there are enough truly comical moments and bright and breezy performances to lift this carry on above many of its predecessors .  although the regular cast is depleted  the ones that remain show that they can still make a good carry on film .  a relative flop at the cinema  this movie deserves a lot more recognition .  , POS
the cryptic teaser trailer has been unspooling in moviehouses for quite sometime now :  it mu5t be found .   so what  exactly  is the fifth element ?  after seeing luc bessons ambitious  much-shrouded-in-secrecy science fiction fantasy  i could not help but be let down by the actual answer  which is not nearly as exciting nor clever as one would think .  but what is far from a letdown is the film as a whole  a wildly imaginative feast for the senses that does what all the best science fiction films do--create a universe unlike any other presented on the silver screen .  the biggest irony of the fifth element is that the one thing that has been kept under such tight wraps--the actual storyline--is the most conventional  dismayingly so  element ( pun intended ) of the film .  speaking in the vaguest possible terms  the basics of the plot are as follows : in the year 2259  a great force of evil threatens to consume the earth  and only the four elements--earth  wind  fire  and water--united with a fifth element can stop it .  figuring into all of this are new york cabbie korben dallas ( bruce willis ) ; a shady  southern-drawling entrepreneur by the name of zorg ( the hilariously hammy gary oldman  picking up where he left off in bessons the professional ) ; a priest ( ian holm ) ; and a mysterious creature named leeloo ( milla jovovich ) .  all of the pieces come together in a tidy and somewhat underwhelming--and unsurprising--fashion  but there is no denying that this basic story holds some intrinsic interest .  what remains interesting and exciting  however  after brief glimpses is the fascinating world besson has created with production designer dan weil  director of photography thierry arbogast  visual effects supervisor mark stetson  and the crew at digital domain .  the look is absolutely mesmerizing right from the opening moments to the last .  the frenzied cityscape of new york  with its vibrant day-glo colors  tall buildings penetrating high into the clouds  and the swarm of cars  cabs  and other vehicles flying through labyrinthian skyways  is absolutely breathtaking to behold  especially in a wild car chase sequence early on in the film .  but it would not have been a completely captivating vision if the people inhabiting the settings werent equally as interesting  and are they ever .  in addition to the exotic menagerie of alien creatures that populate this world  from bulky robots to dog-like mangalores  the humans are outfitted in costumes by eccentric designer jean-paul gaulthier  best known for creating madonnas pointy bustier get-up in her blonde ambition tour .  gaulthiers outlandish creations  such as a number worn by leeloo made entirely out of white straps  feel more at home in bessons futuristic vision than on any fashion runway in the world ; they add to the sense of otherworldliness about the film .  while bessons bold vision is the biggest virtue of the film  it also could be its biggest obstacle to reaching a mass audience .  for all its imagination  certain things about the film may be a bit too quirky and bizarre .  i really do not know what middle america will make of the most outrageous character of the film  ruby rhod ( chris tucker )  a flamboyant disc jockey who makes dennis rodman look conservative--he makes a raucous entrance dressed in an animal print dress  sporting a blonde hairdo in the shape of a hair dryer  speaking in high pitches at rapid fire speed .  at first this characters hyper energy is funny  but the act wears out its welcome very quickly .  not irritating  but just as strange  is a musical number by blue-skinned alien chanteuse diva ( maiwenn lebesco )  who sings--and dances--an aria that is an unlikely blend of classical opera and techno .  the tune  as with the entirety of longtime besson collaborator eric serras innovative score  is haunting  but it is also completely jarring .  then there are the campy touches of humor besson and co-scripter robert mark kamen sprinkle throughout  which too often are silly and forced ; a comic sexual encounter between ruby rhod and a flight attendant is highly distracting and not very funny  to boot .  the storys weakness shines through in the climax and conclusion of the fifth element .  while still visually and aurally spectacular  the events detailed are not as exciting nor powerful as they should be .  the big  serious dramatic climax was met with more than a few snickers  and it ambitiously strives for a profundity which the film had not even begun to work toward .  as such  at the end there is a sense that there was something bigger at work here  that there was still more left to be said about this story and these characters .  this suspicion was confirmed by besson himself  who told me in the lobby following the screening ( imagine that  the filmmaker watching the film with the  enemy  --the critics ) that what had made it to the screen was really just the first half of the lengthy original fifth element screenplay and that the second half--now titled mr . shadow--is still waiting to be made .  still  despite the story problems  the fifth element is an artistic triumph for luc besson ; rarely does a filmmakers original vision come to the screen in all its audacious  undiluted glory .  it is a fascinating example of how of one artists fervid imagination can transport an audience into an intoxicating fantasy world generally seen only in dreams .  , POS
  very bad things   is the most delightfully morbid film of the year  a movie that goes so far over the deep end with its outrageousness and violence that i couldnt help but be won over by the material .  the film starts off with five friends leaving their homes in los angeles for a bachelor party in las vegas .  the groom-to-be is kyle fisher ( jon favreau )  who is about to be married to the controlling  wedding-obsessed laura ( cameron diaz ) .  the other friends are real estate agent robert boyd ( christian slater )  quiet charles ( leland orser )  and brothers  michael ( jeremy piven ) and family man adam ( daniel stern ) .  after a wild night of gambling  boozing  and drugs  a stripper ( carla scott ) who was paid for by robert comes into their hotel room  but after a freak accident  to everyones terror  she is killed .  as robert puts it :  there are two options : go to the police and go to prison  or bury her out in the desert where no one will ever find her .   after a security guard enters into the hotel room unexpectantly and sees the body  robert is forced to kill him as well .    okay  there is only one option now .  you can forget about calling the police   he says .  by the time the five friends return home and as the wedding draws nearer  most of them are overcome with guilt  which sets off an even more elaborate series of event  that includes much  much more murder  double-crosses  and the inevitable wedding from hell .    very bad things   which is actor peter bergs feature film directing debut  is the shockingly perverse and wicked comedy that   theres something about mary   wanted to be .  it pulls out all the stops to create something fresh  original  and hilarious  even if that requires surprisingly graphic violence  gore  and a slew of truly hateful characters that all get what they deserve by the end .  the screenplay  also written by berg  is  to put it mildly  very funny and courageous .  during the second act of the film  some of the fun was beginning to slightly dwindle due to so much death  which was beginning to undermine the humor  but it eventually recouped itself with a climax that has to be seen to be believed .  the dialogue is edgy and inventive  and this film proves that a movie doesnt necessarily require likable character to be extremely enjoyable .  theres more fun  i think  in showing ignorable people getting their just desserts .  cameron diaz gives her best performance to date here  and has a lot of fun in playing the hateful laura  who eventually turns out to be more crazy than any of the five male friends .  diaz puts so much overblown energy to her character that i really do think she deserves a supporting actress oscar nomination come next january .  by the time she is beating someone to death with a coat hanger  and reciting lines like   stuff him in the crapper and get your ass upstairs   i couldnt help but crack up at how  balls-to-the-wall  this film had become .  jeanne tripplehorn creates another character original  as daniel sterns wife  who late in the picture  we discover  is a tough kick-boxer that should not be messed around with .  it is at this level that   very bad things   was so entertaining and surprising .  just when you thought you could predict what was going to happen  there would be a little twist involving the characters that would be absolutely wacky .  the last sequence was perfect and managed to go even further over-the-top .  although i enjoyed the film immensely  let me make this clear :  very bad things   is not a movie for everyone .  it is more tasteless than anything i have ever seen  it is more violent and bloody than a r-rated film usually is  and it is offensive .  luckily  these are elements that i would prefer in a comedy  since it clearly shows the filmmakers were set on making a no-holds-barred  politically incorrect comedy .  the fact that this film slipped through the cracks of the usually mainstream and  safe  wide-releases coming out lately  still gives me hope for the hollywood film industry .  , POS
it is hard to imagine that a movie which includes abortion and incest as prominent plot devices could be so sensitive  so delicate  so insightful and yes  even so enjoyable .  somehow  the cider house rules manages to keep an even keel in the face of the harsh subject matter and allows a substantial amount of heart to shine through .  set in the 1940s  the film tells the story of a unique young man named homer wells ( tobey maguire  ride with the devil ) .  an orphan  twice rejected as an infant by possible adoptive parents  he grows up in the care and under the tutelage of dr . wilbur larch ( michael caine  little voice )  father figure to the orphans of st . cloud  obstetrician or abortionist to the unhappily pregnant women who come there seeking his help .  figuring that as long as homer was going to stay at the orphanage  he might as well be of use  dr . larch begins teaching him all he knows about obstetrics .  soon homer is delivering babies like a professional .  he refuses to perform abortions  instead wondering why the couples just didnt behave more responsibly .  larch  too old and experienced to have such youthful ideals  marvels that homer  continues to have such high expectations of people .   such is the result of an insulated upbringing .  though skilled in certain medical procedures  homer remains woefully naive and ignorant about most everything else .  he finally figures that in order to find his place in the world  he must go out into it .  befriending a young couple who had come to see dr . larch  he hitches a ride with them and parlays that into landing a job as an apple picker with a group of black migrant workers at the orchard where they lived .  thus  homer begins his worldly instruction  with new friend candy kendall ( charlize theron  the astronauts wife ) a willing tutor .  tobey maguire is well cast yet again as an inherently good man who is seeking answers to lifes questions . . .  many of which he was unaware needed to be asked .  he demonstrates a quiet strength and thoughtful curiosity that is both warm and appealing .  michael caine is  in a word  brilliant as the caring caretaker of these orphans  many of whom he helped to bring into the world .  calling them  princes of maine  kings of new england  in his ritualistic goodnight  mr . caine manages to communicate the love and commitment larch has towards these children without becoming maudlin or saccharine .  delroy lindo ( a life less ordinary ) has many powerful moments as mr . rose  the strong and charismatic leader of the apple pickers whom homer joins .  director lasse hallstrom ( whats eating gilbert grape ? ) and screenwriter/novelist john irving ( the world according to garp )  who adapted his own work for this movie deserve much of the credit for the balanced approach to the sensitive subject matter .  regardless of ones personal stand on the divisive matter of abortion  it is hard to imagine anyone becoming offended by the evenhanded treatment used by these filmmakers .  the title is a reference to a list of rules posted in the quarters of the illiterate apple pickers .  figuring the rules didnt apply to them since they didnt have a hand in writing them  they decide to ignore the list and make up their own rules as they go along .  dr . larch  in his own way  acts similarly .  there is a danger in that line of reasoning .  god has also given us a set of rules .  unlike the list posted in the cider house  gods rules  if followed  promise us benefits beyond our imagination .  and yet  many continue to ignore his  rules  preferring to make up their own as they go through life .    trust in the lord with all thine heart ; and lean not unto thine own understanding .   proverbs 3 : 5 [kjv]  just as a builder follows a designers blueprint or a conductor follows a composers score  why shouldnt we follow the rules of life given to us by lifes architect for our own blessing ?  , POS
known as the most successful  highest-grossing romantic comedy in history  director garry marshall apparently struck gold with  pretty woman   which opened quietly during the summer of 1990 but  thanks to positive word-of-mouth  was able to reach upwards of $175-million in theaters alone .  the question of why it worked so well lies directly with the films two charismatic stars  richard gere and julia roberts  since the story itself is none too original or even believable .  the other winning element that makes  pretty woman  so entertaining is its genuine sweetness and innocence  which is rarely as palpable in todays films as it is here .  edward lewis ( richard gere ) is a suave  extremely wealthy business mogul who  at the start of the picture  breaks up with his girlfriend over the phone after a nasty argument  and abruptly takes his friends car and gets lost on hollywood boulevard while trying to find his hotel .  stopping the car along the street  he asks a woman  obviously a prostitute  for directions .  agreeing to get in his car and show him for ten bucks  edward ultimately accepts  they strike up a conversation  and before long she has been asked up to his penthouse room on the top floor .  this meeting does not lead to sex  however  as edward confides that hed rather just have someone to talk to  and offers her $300 to spend the night .  just as well  since the hooker  named vivian  is a beautiful  generally upbeat young woman who is the type of person that can lend an understanding ear .  the meeting between these two completely opposite people does not end the next morning as planned  when edward finally offers to pay vivian three-thousand dollars if she will stay with him for six days and nights while he is in the area  keeping him company and acting as his companion to business dinners and get-togethers .  since vivian firmly tells edward at the beginning that she will do anything with him except kiss him on the lips  which always leads to unwanted intimacy when dealing with her customers  the obligatory rule of the genre says that by the third act  edward and vivian will finally  truly  kiss .  allegedly planned as a grim  downbeat drama until garry marshall came on board as director   pretty woman  has been transformed in all senses of the word into a classic fairy tale  a la  cinderella .   the premise is hardly believable and its portrait of prostitutes hanging out on the streets of hollywood boulevard is just about the most idealized portrayal that there could have possibly been .  you honestly dont need a high-iq ( or any iq  for that matter ) to guess how the film will end  and the story is as old as my great great grandma bertha .  the supporting characters are almost all sketchily written and less-than-gratifying  and the screenplay is no award winner .  and yet  amidst all of these qualms and flaws   pretty woman  is an astoundingly charming motion picture  and it is definately easy to see why it became such an overnight sensation with moviegoers .  youd actually be amazed how far bemusement can go  and there are a few select moments ( not even whole scenes  mind you ) that are as romantic as anything ive seen on film in the 1990s .  additionally  the film belongs  and its success can be attributed  to two people and two people only  and they are richard gere and julia roberts .  playing sex symbols throughout the 80s with such pictures as  american gigolo  and  an officer and a gentleman   gere branches out here to play a more quiet  almost shy  but still alluring  character that believably could sweep julia roberts off her feet  and vice versa .  julia roberts  in her breakthrough role after 1988s well-received  mistic pizza  and 1989s  steel magnolia   for which she was nominated for an academy award  is radiant and funny as the wordly vivian  who surprisingly could be a role model for impressionistic viewers  not for her line of work  but more for her sheer intelligence .  it would have probably been easy to have written vivian as merely a flake  but screenwriter j . f . lawton clearly cared too much about his central characters to do such a thing .  after  pretty woman   roberts  along with meg ryan  became the reigning queen of romantic comedies ( with her latest being the just-released  runaway bride   which repairs gere and roberts together once again )  and no wonder .  roberts has continually proven to not only be a strong actress with a flare for comedy  but also one who can efficiently do drama  and in almost every film she appears in  it is difficult not to fall in love with her along with her male co-star .  an especially strong scene that gere and roberts do together takes place after edward foolishly tells one of his co-workers that vivian is actually a prostitute  and he then approaches her  making sexual advances .  no only does this make vivian feel cheap  especially since she had previously been posing as a more professional  eloquent young lady  but it also maddens her that edward would demean and betray her in such a way  and ultimately causes her to question where exactly her life is leading  and if she likes this particular path .  on the more dreamy side  the film is filled with romantic scenes that are simply effervescent to behold  especially one in which edward enters into the hotels lounge to see vivian turn around and not only reveal her marvelous cocktail dress  but also her inner ( and outer ) glowing beauty .  another subtle moment has vivian lovingly blowing a kiss to edward  who is asleep  and placing it on his lips  since she still is unsure if she should be getting attached to this man who may very well be out of her life forever in a short couple of days .    pretty woman  does not blatantly step wrong until the very last scene  which is a happy ending ( as youd expect  and wouldnt have it any other way ) that somehow does not work  perhaps because of its undeniable contrivances .  this one misstep does not put a damper on the rest of the film  though  because there is just far too much magic at work here to disaffirm such a petty problem .  helped along by a warm  memorable supporting performance from laura san giacomo  as vivians best friend and roommate  and a fabulously catchy soundtrack  in which all of the songs prominently aid in the movies overall fulfillment   pretty woman  is a sparkler of a motion picture  and has what it takes to act as a blueprint on how to make the quintessential romantic comedy .  , POS
the dramatic comedy cousins has all the necessary ingredients : a witty and whimsical script  inspired performances  a great sense of humor  a large and wonderful cast  and the beautiful scenery of vancouver .  its a movie of weddings  marriage  family  infidelity  and--oh yes--love .  like 3 men and a baby  cousins is an americanized version of a french film : 1975s cousin  cousine .  the plot is complicated  but it goes something like this .  larry and tom are cousins  each of whom is not-so-happily-married .  tom starts an affair with larrys wife  tish  and to get even  larry and toms wife  maria  pretend to have an affair of their own .  soon the pretending turns to love and cousins is off and running .  cousins is populated by a wide assortment of interesting characters and caricatures .  the acting is first rate down to even the smallest supporting role  and virtually every performance deserves mention .  ted danson ( in his first starring film role ) finally gets to play a character with some depth and sensitivity .  while larry may be confident and charming like sam malone on  cheers   he is also complex and vulnerable  with more between his ears than empty space .  as maria  isabella rossellini is a joy to watch ; she is shy  sensuous  and immensely alluring .  sean young is perfectly cast as larrys picture perfect wife  tish  a superficial and trendy make-up consultant .  keith coogan  from adventures in babysitting  is wonderfully weird and eccentric as larrys rebellious son  mitch .  and finally  lloyd bridges in a tour de force performance is mitchs rambunctious grandfather ; he provides some of cousins best lines and laughs .  like moonstruck  cousins is a mix of drama and comedy .  the film is larger than life and has a keen sense of the absurd .  it understands human nature extremely well and milks it for every possible laugh and heart-tug .  how often do you see a movie where you believe that two characters truly and sincerely care for and love each other  as friends and as lovers ?  well  to its credit  cousins is just such a movie .  lets hope the french continue to provide us with the inspiration to make films like cousins  , POS
this remake of  la cage aux folles  features a gay couple pretending to be straight in order to pull the wool over the eyes of their sons future in-laws .  the couple ( robin williams and nathan lane ) are about as archetypal  or as the less kind might put it ? stereotypical  gays possible .  williams owns a nightclub featuring drag queens where his partner performs as the featured star .  they live above the club in what could not possibly be mistaken as a heterosexual abode .  williams is excellent as should be no surprise .  gene hackman as right-wing potential father-in-law is refreshing in one of his few comedic roles .  the real star is lane .  his attempted transformation from one of the most obviously gay men in the world to the straight-shooting uncle is hilarious .  perhaps it is a personal failing on my part  but the crying and screaming drag queen faux high drama just grates on my nerves and the first few minutes of this film are filled with it .  luckily ( for me at least )  it doesnt last long and the rest of the story focuses on the relationship between the men  their son and the deception .  the question of stereotypes is a touchy one .  these guys personify the homophobic gay image .  you can almost hear the swishing .  if you think that they are supposed to be representative of every gay man in the world  youll be outraged .  but if you can accept the view is that this is a movie about gay individuals  youll love it .  your choice .  , POS
