Gender,Age,State,Vote,text,,,,
female,27,Washington,Positive,BECAUSE PEOPLE NEED HEALTHCARE.,,,,
male,39,Louisiana,Positive,MOST PEOPLE IN THIS COUNTRY DON'T HAVE A HEALTHCARE PLAN.,,,,
female,46,North_Carolina,Positive,I HAVE AN ELDERLY MOTHER WHO I AM THE PRIMARY CAREGIVER FOR. MY NIECE IS A SIX-YEAR-OLD CHILD WHO HAS CYSTIC FIBROSIS. AND THEN I AM CONCERNED WITH MY HEALTHCARE BECAUSE I AM GETTING OLDER.,,,,
male,59,Ohio,Positive,I HAVEN'T HEARD TOO MUCH ABOUT IT. I'M JUST GUESSING.,,,,
female,30,Ohio,Positive,"BECAUSE IT IS DIFFERENT THAN WHAT WE HAVE NOW, AND WHAT WE HAVE NOW IS NOT WORKING.",,,,
male,27,Michigan,Positive,I BELIEVE THE PUBLIC OPTION WILL MAKE THINGS COMPETITIVE.,,,,
male,81,Virginia,Positive,TO PROVIDE INSURANCE TO HELP THE UNINSURED.,,,,
male,54,New_York,Positive,SECONDARY REASON TO HELP PEOPLE THAT ARE NOT COVERED AND PRIMARY TO GET PEOPLE COVERED WHEN THEY SWITCH JOBS.,,,,
male,42,Florida,Positive,BETTER COMPETITION.,,,,
male,30,Massachusetts,Positive,FOR YOU PERSONALLY.,,,,
female,57,Michigan,Positive,THIS IS THE RICHEST NATION IN THE WORLD. THERE IS NO REASON WHY WE SHOULD NOT HAVE HEALTHCARE FOR EVERYONE.,,,,
male,61,Georgia,Positive,BECAUSE IT'S INCONCEIVABLE THAT PEOPLE ARE ALLOWED TO DIE OR GO BANKRUPT IN THE UNITED STATES BECAUSE THEY CAN'T BE HELPED BY THE HEALTHCARE SYSTEM.,,,,
male,21,New_York,Positive,I BELIEVE PEOPLE WOULD SAVE MONEY AND STOP INVESTING MONEY INTO CORPORATIONS AND AS A GOVERNMENT ON THIS PROGRAM I BELIEVE THE MONEY SPENT ON INSURANCE WILL HELP THE U.S. ECONOMY.,,,,
male,77,Delaware,Positive,BECAUSE YOU GOT OLD PEOPLE ON SOCIAL SECURITY WHO CAN'T AFFORD THEIR OWN MEDICINE.,,,,
female,25,Georgia,Positive,"THERE'S A LOT OF PEOPLE OUT HERE WHO CAN'T AFFORD HEALTHCARE. LIKE ME AND THE PLACE WHERE I WORK, THERE'S A LOT OF PEOPLE WHO CAN'T AFFORD IT.",,,,
male,18,Virginia,Positive,GOOD HEALTHCARE.,,,,
female,29,Virginia,Positive,"I FEEL EVERYONE SHOULD HAVE HEALTHCARE, ESPECIALLY CHILDREN.",,,,
male,64,New_Jersey,Positive,A LOT OF PEOPLE WITHOUT A HEALTHCARE PLAN.,,,,
male,48,Michigan,Positive,THE OVERALL EXPANSION OF COVERAGE. RETAINS SOME ELEMENT OF CHOICE.,,,,
female,65,Maine,Positive,SO MANY NEEDING IT.,,,,
female,56,North_Carolina,Positive,FOR THE DOCTORS AND MEDICINE.,,,,
male,0,Ohio,Positive,THINK WE NEED IT. TOO MANY PEOPLE OUT OF WORK.,,,,
male,54,New_York,Positive,BECAUSE I THINK THAT THE AMERICAN PEOPLE ARE PREYED ON BY INSURANCE COMPANIES AND I THINK THERE SHOULD BE NO PROFIT IN THE HEALTHCARE BUSINESS.,,,,
female,73,Massachusetts,Positive,BECAUSE IT IS NECESSARY.,,,,
female,83,Ohio,Positive,IT'S GREATLY NEEDED.,,,,
female,48,Indiana,Positive,EVEN IF THEY PASS IT NOW THEY CAN MAKE CHANGES LATER. IT'S BETTER TO DO SOMETHING THAN NOTHING.,,,,
female,27,West_Virginia,Positive,"BECAUSE I SEE A LOT OF ELDERLY PEOPLE WHO HAVE MEDICARE/MEDICAID, BUT THEN IT STILL TAKES ALL THE MONEY THEY GET EACH MONTH TO PAY FOR THEIR MEDICATION AND THEY HAVE NO MONEY TO LIVE ON. MY GRANDMOTHER AND GREAT-GRANDMOTHER BEING TWO OF THOSE PEOPLE AND MY GRANDFATHER BEFORE HE DIED OF CANCER.",,,,
male,76,Pennsylvania,Positive,"MYSELF, I'M DIABETIC. I'M ON INSULIN. MY MEDICAL BILLS WOULD BE OUT OF THIS WORLD IF IT WAS FOR MY INSURANCE. THERE ARE A LOT OF PEOPLE ARE WORSE OFF THAN ME AND SOME OF THEM EAT DOG FOOD JUST TO MEET THE BILL AND IT'S A SHAME.",,,,
female,61,New_York,Positive,THE COST OF HEALTH INSURANCE AND MEDICAL CARE.,,,,
male,36,Indiana,Positive,ADDED SOME EXPLICITY TO THE WHOLE THING.,,,,
female,77,North_Carolina,Positive,IT WOULD GIVE BETTER HEALTHCARE TO THE POOR.,,,,
male,20,Georgia,Positive,"I THINK SOMETHING NEEDS TO BE DONE SO THAT PEOPLE CAN HAVE HEALTHCARE, AND THEY NEED TO MAKE A DECISION EITHER WAY.",,,,
male,41,Tennessee,Positive,JUST SO THAT IT'S MORE AFFORDABLE AND MORE OUT THERE FOR PEOPLE TO GET.,,,,
female,58,Ohio,Positive,"I DO WANT THE PUBLIC OPTION BUT I'M NOT SURE IF IT'S IN THE BILL TODAY, AND ANOTHER REASON WE HAVE TO KEEP OUR INSURANCE COMPANY AT LOWER PREMIUMS BECAUSE THEIR PRICES ARE SKYROCKETING.",,,,
female,46,New_York,Positive,I THINK THE HEALTHCARE SYSTEM RIGHT NOW IS NOT THAT GOOD,,,,
male,84,Michigan,Positive,"I'VE LOST 3,OOO MONTH RETIREMENT INCOME AND I COULD USE THE MONEY.",,,,
female,50,Indiana,Positive,BECAUSE THE ENVIRONMENT AND THE WAY PEOPLE ARE LIVING TODAY.,,,,
female,60,New_York,Positive,BECAUSE OF THE LARGE NUMBER OF PEOPLE THAT ARE NOT COVERED OR ARE UNDERINSURED.,,,,
male,56,Virginia,Positive,FOR OUR FUTURE GENERATIONS.,,,,
male,76,Georgia,Positive,EVERYBODY NEEDS HEALTH COVERAGE.,,,,
female,75,Pennsylvania,Positive,"BECAUSE I THINK EVERYONE NEEDS TO HAVE SOME TYPE OF HEALTHCARE, AND IT IS BECOMING SO EXPENSIVE WE HAVE TO DEAL WITH THIS.",,,,
female,76,Pennsylvania,Positive,"BECAUSE I'M RETIRED, AND RETIRED PEOPLE DON'T HAVE A LOT OF MONEY.",,,,
female,23,Massachusetts,Positive,A LOT OF PEOPLE NEED IT.,,,,
male,53,Michigan,Positive,"I THINK IT'S THE BEST THING WE HAVE GOING,NOT A GREAT PLAN BUT A GOOD ONE.",,,,
male,85,North_Carolina,Positive,THE MAIN REASON I JUST READ IN THE PAPER A WHILE AGO THAT THERE ARE THOUSANDS OF PEOPLE WHO DIE BECAUSE THEY HAVE NO HEALTHCARE.,,,,
male,47,Georgia,Positive,THE MAIN REASON IS BECAUSE IT IS A LOT BETTER THAN THE REPUBLICANS' IDEA. I THINK THE DEMOCRATS HAVE THE RIGHT IDEA.,,,,
male,89,South_Carolina,Positive,I'M ON ONE NOW AND IT'S PRETTY MUCH THE SAME.,,,,
female,46,New_York,Positive,BECAUSE OF MY FAMILY.,,,,
female,48,Georgia,Positive,BECAUSE WE NEED HEALTHCARE.,,,,
female,59,Pennsylvania,Positive,BECAUSE I THINK THERE ARE A LOT OF PEOPLE WHO DON'T HAVE HEALTH INSURANCE AND NEED IT.,,,,
male,53,North_Carolina,Positive,ESCALATING COST AND LACK OF COVERAGE.,,,,
female,46,Pennsylvania,Positive,SOMTHING STARTED.  ,,,,
male,70,Michigan,Positive,IT IS A START.,,,,
male,54,Indiana,Positive,THAT'S THE BEST THING TO DO.,,,,
female,19,North_Carolina,Positive,"PEOPLE NEED HEALTHCARE BENEFITS BECAUSE EVERYONE IS GETTING SICK, A LOT OF PEOPLE BECAUSE OF THE ECONOMY CAN'T COVER MEDICAL BILLS.",,,,
female,54,Kansas,Positive,WE NEED IT. ,,,,
female,56,New_Jersey,Positive,"THINK IT'S CRIMINAL. SOME PEOPLE LIKE POLITICIANS GET VERY GOOD HEALTHCARE, AND OTHERS DIE BECAUSE THEY DON'T GET HEALTHCARE OR FACE FINANCIAL RUIN.",,,,
male,27,Pennsylvania,Positive,"I WOULD, YOU KNOW, AS A STUDENT, A TWENTY-SOMETHING WHO THINGS ARE STILL IN FLUX FOR ME, HAVEN'T SETTLED INTO A PERMANENT JOB. I DON'T LIKE THE WAY THAT IT'S TIED TO EMPLOYMENT. I SEE HOW OTHER COUNTRIES ARE DOING IT, AND I THINK WHY CAN'T WE? IT SEEMS AT THIS POINT WE SHOULD TRY SOMETHING. I FEEL LIKE WE'VE BEEN TALKING ABOUT THIS SINCE I WAS LITTLE . . . LET'S JUST TRY SOMETHING.",,,,
female,37,Pennsylvania,Positive,FOR THE UNINSURED. ,,,,
female,83,Minnesota,Positive,PROTECTION FOR SERVICES.,,,,
female,56,Maryland,Positive,"I'M A FEDERAL EMPLOYEE; I THINK EVERYONE SHOULD HAVE THE SAME CHOICES I HAVE. IT'S ONLY RIGHT, FAIR, AND DECENT.",,,,
female,38,Alabama,Positive,BECAUSE I THINK IT'S WRONG TO CANCEL SOMEONE'S POLICY WHEN THEY GET SICK.  ,,,,
male,58,Ohio,Positive,MY OWN PERSONAL CIRCUMSTANCES.,,,,
female,26,New_York,Positive,I THINK IT IS REALLY NECESSARY FOR PEOPLE THAT CAN'T AFFORD IT.,,,,
female,38,Virginia,Positive,"BECAUSE MY HUSBAND'S BEEN LAID OFF THREE TIMES SINCE OCTOBER, AND MY CHILDREN HAVE HAD TO SWITCH HEALTHCARE THREE TIMES.",,,,
female,63,Virginia,Positive,BECAUSE SO MANY PEOPLE ARE UNINSURED.,,,,
male,0,New_York,Positive,I FAVOR IT BECAUSE I BELIEVE THE INSURANCE COMPANIES ARE ABUSING THE PUBLIC WITH GREED. I LOOK AT IT AS INSURANCE REFORM.,,,,
female,62,Maryland,Positive,THE LACK OF AFFORDABLE HEALTHCARE. ,,,,
male,50,Michigan,Positive,BECAUSE INSURANCE COMPANIES HAVE UNLIMITED PROFITS. TO CUT INSURANCE RATES.,,,,
female,48,Pennsylvania,Positive,PAY FOR PRIVATE INSURANCE.  ,,,,
female,23,Pennsylvania,Positive,I THINK THAT IT WOULD BENEFIT A LOT OF PEOPLE.,,,,
male,44,New_York,Positive,MORE COVERAGE FOR PEOPLE.,,,,
female,47,Maryland,Positive,BECAUSE EVERYBODY NEEDS HEALTHCARE AND NOT EVERYBODY HAS HEALTHCARE AND IT'S IMPORTANT.,,,,
male,27,Pennsylvania,Positive,THE NEED TO PROVIDE INSURANCE FOR UNINSURED AND UNDERINSURED PEOPLE.,,,,
female,71,Florida,Positive,TO HELP THE ELDERY.,,,,
female,84,District_of_Columbia,Positive,IT IS NECESSARY.,,,,
male,57,Pennsylvania,Positive,MY RATES ARE GOING HIGHER EVERY YEAR AND IT WILL HAVE AN IMPACT.,,,,
female,59,Louisiana,Positive,"PEOPLE NOT BEING SHUT OUT OF HEALTHCARE BECAUSE OF PRE-EXISTING CONDITIONS AND NOT HAVING A CEILING TO THE AMOUNT THAT IS ALLOWED, AND I THINK THERE SHOULD BE A PUBLIC OPTION.",,,,
female,46,New_York,Positive,BECAUSE I THINK IT IS BETTER AND A MOVE TO WHERE WE NEED TO GO TOWARDS NATIONAL HEALTHCARE.,,,,
female,59,Massachusetts,Positive,NEED CHANGE.,,,,
male,70,Michigan,Positive,THE COST.,,,,
male,63,Maryland,Positive,THE SYSTEM IS SCREWED UP AND NEEDS TO BE CHANGED.,,,,
male,38,Florida,Positive,BECAUSE I HAVE KIDS AND A FAMILY.,,,,
female,53,California,Positive,"TO PROVIDE HEALTHCARE FOR THOSE WHO CAN'T AFFORD SO THAT EVERYBODY, ESPECIALLY THE CHILDREN.",,,,
female,47,New_York,Positive,"BECAUSE I THINK EVERYBODY DESERVES HEALTHCARE, ESPECIALLY CITIZENS.",,,,
male,19,New_Mexico,Positive,"CURRENTLY THERE IS A HEALTHCARE CRISIS, AND SOMETHING NEEDS TO BE DONE, AND IT'S A STEP IN THE RIGHT DIRECTION AT LEAST.",,,,
male,71,South_Carolina,Positive,TO HELP THE PEOPLE WHO DO NOT HAVE HEALTHCARE.,,,,
female,52,California,Positive,BECAUSE WE HAVE TO DO SOMETHING.,,,,
male,38,Colorado,Positive,I THINK A LOT OF SMART PEOPLE PUT A LOT OF TIME AND ENERGY INTO IT.,,,,
male,46,Massachusetts,Positive,"BECAUSE I BELIEVE THAT IT IS HEALTHY; HEALTHY FOR THE FUTURE. I BELIEVE IT'S GOING TO PAVE THE WAY TOWARDS SOMETHING THAT MAKES SENSE. AND WE REALLY NEED IT, MAN. WE WERE ON STATE HEALTHCARE AND MASSACHUSETTS HAS A VERY COOL STATE HEALTHCARE THAT TAKES CARE OF EVERYONE. WE'RE FROM NEW YORK AND I WAS REALLY IMPRESSED BY THAT. I ALSO LIVED UP IN CANADA AND KNOW PEOPLE FROM EUROPE AND YOU NEED TO FEEL CONFIDENT YOU'RE GOING TO GO TO THE DOCTOR AND BE TREATED. IT GOES BACK TO SOCRATES. I THINK IT'S GOING TO PAVE THE WAY TO SOME KIND OF HEALTHY THINKING AND HELP PEOPLE OUT.",,,,
male,74,California,Positive,I BELIEVE IN THE SINGLE-PAYER SYSTEM THAT PUTS CONSTRAINTS ON INSURANCE COMPANIES.,,,,
female,85,Colorado,Positive,"COUNTRY CAN'T AFFORD BIG BUSINESS INSURANCE COMPANIES, PHARMACEUTICAL COMPANIES.",,,,
male,55,Oregon,Positive,WORRIED ABOUT PEOPLE WHO ARE UNINSURED AND UNDERINSURED.,,,,
female,83,North_Dakota,Positive,WE NEED OUR HEALTHCARE CHANGES AND THE SOONER WE START THE BETTER.,,,,
female,53,California,Positive,LIKE THE CONTROL. ,,,,
female,55,Utah,Positive,MY KIDS ARE UNINSURED.,,,,
female,26,Montana,Positive,"I JUST THINK THAT HE'S DOING A LOT TO HELP PEOPLE OF MY STATUS, LIKE THE STRUGGLING SINGLE MOMS AND THOSE PEOPLE TRYING TO GET BETTER EDUCATIONS, THE BILL THAT HE'S TRYING TO PROPOSE  HE'S TURNING IT BACK ON EVERYONE ELSE, INSTEAD EXPECTING HIM TO FIX IT. YOU'VE GOT ALL OF THESE PEOPLE WHO MADE TONS OF MONEY WHEN THE ECONOMY IS FINE, AND NOW HE'S KIND OF EXPECTING THOSE PEOPLE TO KICK BACK AND EVEN THE BAR.",,,,
male,39,Louisiana,Positive,PEOPLE OUT HERE THAT CAN'T AFFORD INSURANCE AND HEALTHCARE AND CANNOT AFFORD THEIR MEDICINE.,,,,
female,68,Oregon,Positive,BECAUSE I HAVE KIDS THAT DO NOT HAVE INSURANCE.,,,,
female,54,Kansas,Positive,BECAUSE WE SHOULD BE ABLE TO GET THE SAME SERVICE AS CONGRESS.,,,,
male,59,Mississippi,Positive,"THE ELDERLY PEOPLE'S FIXED INCOME, SOCIAL SECURITY, THEIR MEDICINE IS SKY HIGH AND THEY CAN'T AFFORD TO BUY IT.",,,,
male,75,Washington,Positive,SO MANY PEOPLE DON'T HAVE HEALTHCARE. WE NEED TO DO SOMETHING WITH HEALTHCARE.,,,,
female,72,California,Positive,MORE PEOPLE WILL BE COVERED.,,,,
female,69,California,Positive,BECAUSE I THINK THE DRUG COMPANIES HAVE A STRONGHOLD ON PEOPLE AND HAVE DRIVEN THE PRICES UP.,,,,
male,71,Missouri,Positive,TO PROVIDE HEALTHCARE INSURANCE FOR THE NOW UNINSURED.,,,,
male,18,Missouri,Positive,IT WILL HELP EVERYBODY IN THE COUNTRY TO GET HEALTHCARE.,,,,
male,91,Wisconsin,Positive,WELL HEALTHCARE IS GETTING EXPENSIVE. I THINK IT PLAYS A ROLE IN INFLATION.,,,,
female,63,Mississippi,Positive,WOULD HELP THE UNDERINSURED.,,,,
male,53,Iowa,Positive,"BESIDES SIMPLY GETTING COSTS UNDER CONTROL, TECHNOLOGY HAS REACHED A POINT WHERE NOT HAVING GUARANTEED COVERAGE WILL KEEP PEOPLE FROM BEING EMPLOYED IF THEY HAVE SOME INDICATOR OF GENETIC PREDISPOSITION TO  ILLNESS OR PAST HEALTHCARE PROBLEMS.",,,,
male,69,Texas,Positive,WE NEED TO PROTECT ALL AMERICANS.,,,,
female,69,Oklahoma,Positive,THERE ARE SOME PEOPLE THAT ARE LEFT OUT WHEN YOU ARE SAYING ALL THE DIFFERENT WAYS THAT PEOPLE COULD BE INCLUDED. THERE ARE SOME PEOPLE LEFT OUT.,,,,
male,65,Illinois,Positive,WE NEED TO GET EVERYBODY INSURED.,,,,
female,45,Illinois,Positive,BECAUSE HEALTHCARE IS BAD. I DON'T THINK IT COULD GET ANY WORSE.,,,,
male,37,Utah,Positive,BRING DOWN COST.,,,,
female,47,Oregon,Positive,CHANGE FOR OTHER INDIVIDUALS.,,,,
female,62,California,Positive,"IT'S REMOVING THE CAP ON COVERAGE, AND THE WAY THE COST OF HEALTHCARE KEEPS GOING UP.",,,,
male,79,Washington,Positive,"I AGREE WITH WHAT HE SAYS, I AGREE WE NEED HELP.",,,,
male,52,California,Positive,I THINK HEALTHCARE IN THIS COUNTRY SUCKS.,,,,
female,60,California,Positive,IT IS TIME TO CURB THE INSURANCE COMPANIES. IT IS RIDICULOUS TO TRY TO AFFORD YOUR OWN.,,,,
female,73,California,Positive,"THERE'S A LOT OF PEOPLE UNINSURED, AND THEY GO TO THE EMERGENCY ROOM AND TAXPAYERS ARE GOING TO PICK UP THE TAB WHETHER THEY HAVE MONEY OR NOT.",,,,
male,64,California,Positive,WE MUST DO SOMETHING TO LESSEN HEALTHCARE COSTS.,,,,
male,75,California,Positive,"BECAUSE I LIVED FOR SIX OR EIGHT YEARS IN EUROPE AND TOOK ADVANTAGE OF UNIVERSAL HEALTHCARE AND IT WAS GOOD, IT CAME IN HANDY.",,,,
female,49,Illinois,Positive,IT'S THE RIGHT THING TO DO.,,,,
male,53,North_Dakota,Positive,I'M A PHYSICIAN.,,,,
male,79,Ohio,Positive,BECAUSE THE EXISTING HEALTHCARE SYSTEM IS A DISASTER.,,,,
female,74,New_York,Positive,THERE ARE SO MUCH PEOPLE UNEMPLOYED THAT CANNOT AFFORD DOCTORS AND ESPECIALLY FOR CHILDREN. I BELIEVE THAT THE CHILDREN HAVE TO BE HEALTHY IN ORDER TO BE PRODUCTIVE.,,,,
male,40,New_York,Positive,WE NEED IT. ,,,,
female,53,Arkansas,Positive,I JUST THINK WE NEED ANY KIND OF A CHANGE.,,,,
female,62,Tennessee,Positive,BECAUSE EVERYBODY NEEDS HEALTHCARE.,,,,
male,42,New_Jersey,Positive,"EVEN THOUGH I HAVE FAIR INSURANCE, THERE'S A LOT OF PEOPLE WHO HAVE DIED BECAUSE NO INSURANCE AND OTHERS SHOULD ENJOY.",,,,
male,0,Illinois,Positive,THE  HEALTHCARE PRICE IS OUT OF CONTROL.,,,,
female,50,Michigan,Positive,I THINK WE NEED A MAJOR CHANGE.,,,,
male,73,Florida,Positive,I WOULD LIKE TO SEE MY GRANCHILDREN TAKEN CARE OF.,,,,
male,75,Georgia,Positive,I JUST LIKE TO SEE SOMETHING DONE WITH THAT CARE.,,,,
female,62,Illinois,Positive,FOR THE UNINSURED. ,,,,
female,80,Virginia,Positive,BECAUSE OF THE UNINSURED.,,,,
male,69,Georgia,Positive,IT INCREASES HEALTHCARE TO A LOT OF PEOPLE THAT DON'T HAVE IT.,,,,
male,85,Massachusetts,Positive,AS WE GET OLDER WE NEED THAT AND CAN'T AFFORD IT.,,,,
female,85,Florida,Positive,WE HAVE GOT TO DO SOMETHING.,,,,
female,41,Florida,Positive,"A LOT MORE PEOPLE WILL BE ABLE TO CARRY HEALTH INSURANCE. PREMIUMS WILL GO DOWN ALSO, AND THEY WON'T BE ABLE TO DENY INSURANCE FOR A PRE-EXISTING CONDITION.",,,,
female,30,Pennsylvania,Positive,BECAUSE I DON'T HAVE INSURANCE RIGHT NOW.,,,,
female,57,Texas,Positive,THEY WON'T DENY YOU BECAUSE OF A PRE-EXISTING ILLNESS. ,,,,
male,40,Minnesota,Positive,I DON'T THINK THAT IN A RICH COUNTRY LIKE THE U.S. THE COUNTRY SHOULDN'T LET PEOPLE LOSE THEIR HEALTHCARE.,,,,
female,62,New_Jersey,Positive,I THINK EVERYBODY IS ENTITLED TO HEALTH COVERAGE LIKE SOME OTHER PARTS OF THE WORLD.,,,,
male,47,Tennessee,Positive,IT'S NEEDED.,,,,
female,20,Delaware,Positive,BECAUSE I PAY FOR MY OWN PRIVATE INSURANCE.,,,,
male,20,Florida,Positive,SO EVERYONE CAN HAVE HEALTHCARE.,,,,
male,25,Pennsylvania,Positive,THE AMERICAN PEOPLE NEED HEALTHCARE WHETHER THEY CAN AFFORD IT OR NOT.,,,,
male,22,Michigan,Positive,"BECAUSE FROM WHAT I HAVE SEEN IF YOU DON'T HAVE ANYTHING, IT CAN GET EXPENSIVE.",,,,
male,55,South_Dakota,Positive,THE GOVERNMENT ALREADY PROVIDES HALF OF THE HEALTHCARE DOLLARS IN THE UNITED STATES. THE GOVERNMENT IS ACTIVELY INVOLVED IN HEALTHCARE . . . IT'S JUST POORLY RUN HEALTHCARE. THEY (THE GOVERNMENT) MIGHT AS WELL SPEND THEIR DOLLARS A LITTLE SMARTER.,,,,
male,40,North_Carolina,Positive,I FEEL WE SHOULD HAVE MORE AFFORDABLE HEALTHCARE FOR INDIVIDUALS.,,,,
male,80,Florida,Positive,I THINK THAT HEALTHCARE IS TOO EXPENSIVE AT THIS TIME.,,,,
female,29,Arizona,Positive,"BECAUSE I SUPPORT OUR PRESIDENT AND I THINK IT IS IMPORTANT FOR THE GOVERMENT TO REGULATE THE COST OF HEALTH INSURANCE, AND BECAUSE I BELIEVE ALL PEOPLE DESERVE PROPER HEALTHCARE, CITIZEN OR NOT.",,,,
female,56,Florida,Positive,THERE ARE SO MANY PEOPLE WHO DO NOT HAVE HEALTHCARE AND THEY ARE IN NEED OF IT.,,,,
male,52,Michigan,Positive,"I THINK THAT THERE ARE SEVERAL PEOPLE WHO DO NOT HAVE HEALTHCARE AND THE COST OF THE HEALTHCARE THAT THEY WHEN THEY GET SICK THEY GO TO THE EMERGENCY ROOM WHICH IS TYPICALLY EXPENSIVE AND THERE IS THE BURDEN FOR BUSINESSES THAT IS EXPENSIVE, THE COST OF THE CARE THAT THE UNINSURED RECEIVE IN THE EMERGENCY ROOM IS HIGHER THAN SAY PREVENTIVE CARE THAT THEY WOULD OTHERWISE RECEIVE IF THEY HAD INSURANCE. I THINK THAT THE LACK OF A NATIONAL HEALTHCARE POLICY MAKES OUR COMPANIES UNCOMPETITIVE BECAUSE THE COMPANIES HAVE TO BEAR THE COST OF INSURING THEIR EMPLOYEES.",,,,
female,61,New_York,Positive,I AM AFRAID I'M GONNA BE WITHOUT.,,,,
male,43,Texas,Positive,INSURANCE FOR ALL.,,,,
female,49,New_Jersey,Positive,COVERAGE FOR ANYBODY MORE THAN IT DOES RIGHT NOW.,,,,
female,63,Ohio,Positive,WE CAN'T CONTINUE THE WAY WE ARE.,,,,
female,47,Michigan,Positive,I JUST THINK TOO MANY PEOPLE ARE UNINSURED AND SOMETHING HAS TO CHANGE EVEN IF IT'S NOT PERFECT IN THE FIRST COUPLE DRAFTS.,,,,
female,60,Arizona,Positive,THE COST.,,,,
male,39,Wisconsin,Positive,SO EVERYONE WILL HAVE HEALTHCARE.,,,,
male,54,Texas,Positive,SO PEOPLE CAN AFFORD SOME TYPE OF HEALTH INSURANCE.,,,,
male,24,Illinois,Positive,BECAUSE I FEEL THERE ARE A LOT OF PEOPLE WHO NEED HEALTHCARE AND CAN'T AFFORD IT AND THE BILL IS GIVING THEM A WAY TO GET HEALTHCARE.,,,,
female,60,Texas,Positive,"IT'S GOT TO START SOMEWHERE, WE CAN ALWAYS CHANGE IT LATER.",,,,
female,31,Texas,Positive,IT CAN BE EXPENSIVE AND A LOT OF PEOPLE DO NOT HAVE IT. THEY MAKE TOO MUCH TO QUALIFY FOR GOVERNMENT ASSISTANCE BUT MAKE TOO LITTLE TO AFFORD IT ON THEIR OWN.,,,,
female,21,Texas,Positive,FEEL LIKE EVERYONE SHOULD HAVE HEALTHCARE.,,,,
male,65,Iowa,Positive,TO REDUCE THE PRICE OF HEALTHCARE FOR INDIVIDUALS AND FAMILIES.,,,,
male,66,Missouri,Positive,TOO MANY PEOPLE DON'T HAVE HEALTHCARE.,,,,
female,81,Alabama,Positive,THERE'S A LOT OF PEOPLE WHO DON'T HAVE ANY HEALTHCARE AT ALL.,,,,
male,44,Pennsylvania,Positive,I GUESS INCREASED COVERAGE.,,,,
female,47,Oregon,Positive,"BECAUSE WE ARE THE RICHEST COUNTY IN THE WORLD AND WE CAN BAIL EVERYONE OUT OF EVERYTHING, WE ALL DESERVE TO HAVE HEALTHCARE.",,,,
female,69,New_Mexico,Positive,THERE ARE JUST TOO MANY PEOPLE OUT THERE WITHOUT HEALTHCARE INSURANCE. WE'RE THE ONLY CIVILIZED COUNTRY IN THE WORLD THAT DOESN'T HAVE IT.,,,,
male,40,California,Positive,SO EVERYBODY WOULD HAVE IT AND AFFORD IT.,,,,
female,65,Oregon,Positive,BECAUSE I THINK THERE ARE TOO MANY PEOPLE IN THIS COUNTRY WHO HAVE NO HEALTHCARE AT ALL AND SOMETHING HAS GOT TO BE DONE TO GET EVEN MINIMAL COVERAGE FOR CATASTROPHIC PROBLEMS.,,,,
female,38,California,Positive,EXPANDING AVAILABILITY TO THOSE WHO NEED IT.,,,,
female,74,Washington,Positive,IT SOUNDS LIKE IT WOULD HELP PROTECT US. A LOT OF PEOPLE CAN'T AFFORD HEALTHCARE AND EVERYONE SHOULD BE ABLE TO AFFORD HEALTHCARE.,,,,
female,84,Oregon,Positive,"I'VE GOT IT GOOD AND PRETTY WELL SET, BUT A LOT OF PEOPLE ARE NOT, AND IF IT HELPS THE ECONOMY THAT WOULD BE NICE.",,,,
female,69,Washington,Positive,"IT'S LONG OVERDUE, WE NEED TO DO SOMETHING ABOUT IT.",,,,
female,62,California,Positive,"BECAUSE DOING SOMETHING IS BETTER THAN DOING NOTHING, AND IF WE DO NOTHING THE SYSTEM WILL COLLAPSE.",,,,
male,42,Nevada,Positive,WITHOUT HEALTH INSURANCE I'M A DEAD MAN WITHIN A YEAR. COULDN'T GET THE QUALITY OF CARE I GET NOW.,,,,
male,57,North_Carolina,Positive,I AM PAYING ALMOST 900 DOLLARS A MONTH AND GOES UP 200 DOLLARS EVERY TWO YEARS AND IT'S BECOMING UNAFFORDABLE.,,,,
male,43,New_York,Positive,WE ALL NEED GOOD HEALTHCARE.,,,,
female,67,Michigan,Positive,I THINK ALL PEOPLE SHOULD HAVE THE SAME ACCESS THAT I HAVE.,,,,
female,33,Maine,Positive,"IT IS SO UNAFFORDABLE, THEY NEED TO MAKE IT MORE AFFORDABLE.",,,,
male,62,Massachusetts,Positive,I JUST BELIEVE IT IS TOO HIGH. A LOT OF PEOPLE CAN'T AFFORD IT.,,,,
male,59,Wisconsin,Positive,HEALTHCARE COSTS ARE OUT OF CONTROL.,,,,
male,47,Michigan,Positive,SO INSURANCE COMPANIES DON'T CALL THE SHOTS IN THIS COUNTRY.,,,,
male,57,New_York,Positive,I BELIEVE THERE IS A NEED FOR A PUBLIC OPTION IN THIS COUNTRY.,,,,
male,75,Missouri,Positive,HEALTHCARE WILL HELP EVERYBODY. TOO MANY PEOPLE NEED HEALTHCARE.,,,,
male,51,Illinois,Positive,THE FUTURE NUMBER OF PEOPLE THAT ARE UNCOVERED.,,,,
male,46,Connecticut,Positive,WE GOTTA DO SOMETHING.,,,,
female,72,West_Virginia,Positive,SHE FEELS EVERYONE DESERVES HEALTHCARE WHETHER THEY ARE RICH OR POOR. ,,,,
